Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta2.P6,theta2.P7,theta2.P8,theta2.P9,theta2.P10,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta3.P6,theta3.P7,theta3.P8,theta3.P9,theta3.P10,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3
85,10,3,3,0.2954491425140162,0.2357289569099862,0.30091976166911927,0.3097452074788298,0.16100279445351484,0.28983556618285,0.23290241704641074,0.14384273390905744,0.12227655648150666,0.07336356209522409,1.0,0.9,0.8,0.7000000000000001,0.5,0.6,0.4,0.30000000000000004,0.2,0.1,1.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.5,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.39088012350066026,-4.515181265668195,1.6402241066019352,1.5369872226723582,1.6363980650722632
86,10,3,3,0.2831287411841892,0.6399367953032494,0.14997962750503646,0.3769440205608423,0.814063202071538,0.31670811278955113,0.15513153228213003,0.0981595624310091,0.6269318456596424,0.05599134809662637,0.8,0.9,0.4,0.6,1.0,0.5,0.30000000000000004,0.2,0.7000000000000001,0.1,1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.5838768032773268,-4.76375430378474,1.4350226679359466,1.5162992287608301,1.3326849748025906
87,10,3,3,0.319012325611039,0.24015354875505995,0.6202636718837343,0.28211321508924553,0.16997599084238252,0.07136680023764896,0.6754577857529234,0.42510031874741244,0.041827379575519415,0.26649490335830467,0.9,0.7000000000000001,1.0,0.6,0.4,0.2,0.8,0.5,0.1,0.30000000000000004,1.0,1.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.5705817616801359,-5.092941642330425,1.1204132226975578,1.1880887264154056,1.249415148537747
88,10,3,3,0.5163867574393912,0.2515747679684585,0.49425099227275365,0.11357316024039354,0.4213392058631211,0.27421966218562965,0.11112153690334559,0.7781509378625062,0.0897608749419893,0.06443383209083685,1.0,0.6,0.8,0.4,0.7000000000000001,0.5,0.30000000000000004,0.9,0.2,0.1,1.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05470057989301738,-4.837222223021356,2.024821778163272,1.8560385541357145,1.6297231939483785
89,10,3,3,0.30422377748634744,0.224273225296862,0.13245873463195973,0.4517030114904117,0.5588957697077194,0.35573214665939934,0.18224659960146936,0.19728939200062204,0.09961927493283239,0.08615715393669815,1.0,0.7000000000000001,0.5,0.8,0.9,0.6,0.4,0.30000000000000004,0.2,0.1,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.0,1.0,1.0,0.5,0.13141055493684806,-4.3862188481807305,1.9000999743167981,2.160760613086109,1.9180071986120828
90,10,3,3,0.28110679750430434,0.2071972825749946,0.45614897055261594,0.23502198132475705,0.18016591146256444,0.47276004217171086,0.18511400357793717,0.03677295289405855,0.251938867626624,0.1587234766296959,0.9,0.8,1.0,0.6,0.5,0.7000000000000001,0.4,0.1,0.30000000000000004,0.2,1.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5,0.0,0.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.6146218602247097,-4.782731847044378,1.8783670014527767,1.8483314046583106,1.8309212190494313
91,10,3,3,0.18922839783955037,0.490630704751444,0.612802856448617,0.33651462234926083,0.25744580975345693,0.12314918241027084,0.6811848738682788,0.10589999615594321,0.3230595785393402,0.0263519614762866,0.7000000000000001,0.9,1.0,0.6,0.5,0.30000000000000004,0.8,0.2,0.4,0.1,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,0.6421989051349141,-5.491483031868366,1.5878712193326145,1.6215136575175908,1.80519755832597
92,10,3,3,0.3052971122141732,0.2161027435358705,0.6261903806928419,0.5513771260210508,0.18609740224591387,0.15582767203630998,0.4238755157741175,0.0798253849170929,0.2487650273123164,0.060065523656464274,0.8,0.7000000000000001,1.0,0.9,0.5,0.4,0.6,0.2,0.30000000000000004,0.1,1.0,0.5,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5,0.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,0.3878908382640331,-4.5915134481479365,1.347582743548031,1.611234571017955,1.5234632409794833
93,10,3,3,0.5672588039227853,0.5308816164282436,0.21941197678225044,0.1440800522817176,0.4137565186969807,0.06399535207049037,0.6011846926145691,0.7177650072359476,0.23532475003191516,0.04857510755768289,1.0,0.9,0.5,0.4,0.6,0.2,0.7000000000000001,0.8,0.30000000000000004,0.1,0.0,0.5,0.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.5084437285746455,-4.657669918897046,1.4166846984896586,1.4631585158017368,1.3550455512673614
94,10,3,3,0.226352134665325,0.3272582401990609,0.24142175639688013,0.16540473582857146,0.07752285567382303,0.7867985503263405,0.4270676252029347,0.24312219167941215,0.13176608186540154,0.043500445164067904,0.9,0.8,0.7000000000000001,0.5,0.30000000000000004,1.0,0.6,0.4,0.2,0.1,0.5,0.5,0.5,1.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.27552549334641946,-5.360901640686873,1.9780835903553315,1.7150167456263254,1.8588732980493878
95,10,3,3,0.20799811523925515,0.5848598628028113,0.5464519453043817,0.1431875769839669,0.358779730253856,0.10811353728878903,0.6233203797837161,0.4220463733598314,0.13371356594189865,0.05072722479120313,0.7000000000000001,1.0,0.9,0.4,0.6,0.30000000000000004,0.8,0.5,0.2,0.1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5348273240206702,-4.2968480272021905,1.1364129967030654,1.2920061243119587,1.211129760305438
96,10,3,3,0.3184181300960299,0.22920671818919924,0.36586402883453845,0.48106408262251615,0.693100478818899,0.1883930446943567,0.30628076949834243,0.14117746600888934,0.44916305645821486,0.07436866762569927,1.0,0.8,0.6,0.7000000000000001,0.9,0.30000000000000004,0.4,0.2,0.5,0.1,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.04980370365016091,-4.115321155529285,1.6378833487420816,1.6255510436214946,1.550228443429105
97,10,3,3,0.20249715846983773,0.42634742023147726,0.5848887785797043,0.7308661764240816,0.2483395703950686,0.47430488978813923,0.24996831996822566,0.13860989539877175,0.2550024981177586,0.07655098551002294,0.6,0.8,0.9,1.0,0.5,0.7000000000000001,0.4,0.2,0.30000000000000004,0.1,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.020109392178395635,-4.689657081989807,2.04769808356539,1.9081494967265464,1.6622548066808474
98,10,3,3,0.3134939373569421,0.16586242196120277,0.7548471702747331,0.18456464561525665,0.1141340997523029,0.772396709431339,0.6120500868498518,0.4483367481416508,0.15233417996373533,0.06716597926140126,0.8,0.6,1.0,0.4,0.30000000000000004,0.9,0.7000000000000001,0.5,0.2,0.1,0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.4507127350224929,-4.331558752062106,1.2880783839874594,1.4067745420511784,1.2088352023057345
99,10,3,3,0.2658865046175738,0.6368867098406528,0.579764434429251,0.12033812478135769,0.26254431600189987,0.5636779769288184,0.12915273782315365,0.06784980335415522,0.5075710865868176,0.029641323232799444,0.7000000000000001,1.0,0.9,0.4,0.5,0.8,0.30000000000000004,0.2,0.6,0.1,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,1.0,0.5,0.24725314140498478,-4.787593390131391,1.8504080800975216,1.8354343369142492,1.6067880723364898
