Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta2.P6,theta2.P7,theta2.P8,theta2.P9,theta2.P10,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta3.P6,theta3.P7,theta3.P8,theta3.P9,theta3.P10,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3
85,10,3,3,0.41675622119768796,0.39467075534358875,0.3830063465702196,0.13888732790763947,0.427380617385481,0.38248973465867925,0.10653336959671253,0.24792276976961283,0.04781315825316116,0.15647141120866723,1.0,0.9,0.8,0.5,0.7000000000000001,0.6,0.30000000000000004,0.4,0.1,0.2,0.0,0.5,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.0,1.0,1.0,0.3486652788047889,-4.264702546097621,0.8309016559090998,0.7940931810218607,0.5950425632923142
86,10,3,3,0.5723351113814492,0.24684370871161365,0.5686712496558954,0.46921578945573866,0.42303864775882943,0.14082270158975985,0.10504393915585508,0.10859991283008885,0.42158924988657226,0.08625185926846787,1.0,0.6,0.9,0.8,0.7000000000000001,0.4,0.30000000000000004,0.2,0.5,0.1,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.7915752317589386,-4.522683196964812,0.4028619978061889,0.09098582676407158,0.1829451157572809
87,10,3,3,0.23740712701660527,0.4636934718187533,0.19999054318924403,0.49106266026557605,0.19606078647408903,0.11199963754385095,0.3774542899945565,0.2217029807589128,0.15636105177688286,0.07348589814860285,0.8,1.0,0.7000000000000001,0.9,0.6,0.4,0.5,0.30000000000000004,0.2,0.1,0.5,1.0,0.5,1.0,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.44445811016023545,-4.520645205686241,0.7597870907745186,0.6905211904884212,0.606378116126864
88,10,3,3,0.2804545157118943,0.5406778535166266,0.2769629875734022,0.6486083881884411,0.25049353255955054,0.1614125552290983,0.08398760801239682,0.46446727958842204,0.033606027162155994,0.1628214848748262,0.8,1.0,0.7000000000000001,0.9,0.5,0.4,0.30000000000000004,0.6,0.1,0.2,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.21257098864271037,-4.449260831122305,0.7690171514724576,1.0777108363548342,1.057172372253283
89,10,3,3,0.23281685585626077,0.39489173965866675,0.6426869180871693,0.28357137689807727,0.4789475761681017,0.31202027802959487,0.2506121263121546,0.06741877190017848,0.03633102514099412,0.24928096375414655,0.9,0.8,1.0,0.6,0.7000000000000001,0.5,0.4,0.2,0.1,0.30000000000000004,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.0,1.0,0.0,1.0,0.5,1.0,0.5,0.37008989710165846,-4.546743377049244,0.34244514880915106,0.1688503256832936,0.24967198451540157
90,10,3,3,0.49631014101082604,0.4275297164480251,0.27825043484373396,0.2629426595281093,0.15232290344818217,0.5714494804179706,0.1374314574928854,0.4347413863415364,0.14301452567878822,0.08850027416560205,1.0,0.9,0.7000000000000001,0.6,0.4,0.8,0.30000000000000004,0.5,0.2,0.1,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5403962794625525,-4.337982420638791,0.4609603712147135,0.5859853281327866,0.5730338084402437
91,10,3,3,0.3088286770203331,0.37874287101028126,0.3286778944684615,0.18068605484854117,0.6050988547556617,0.4481254534580213,0.35273327256081477,0.08084118744232852,0.236523351328022,0.08457727907359008,1.0,0.9,0.7000000000000001,0.4,0.8,0.6,0.5,0.2,0.30000000000000004,0.1,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.0,0.534791572289533,-4.6242517316714284,0.8007463566747213,0.9092625866927285,0.9077847607144356
92,10,3,3,0.3834172903902878,0.5250899423018073,0.19364648061544226,0.4233627392983623,0.37145224994465303,0.1056456675680506,0.38772342787809944,0.2169918083181656,0.12426273661915986,0.07344507841385262,0.9,1.0,0.6,0.8,0.7000000000000001,0.4,0.5,0.30000000000000004,0.2,0.1,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.6692710589336964,-4.7238410239051625,0.5904251761567368,0.4017583935348405,0.6507150084291186
93,10,3,3,0.3881841978483789,0.519842503079307,0.20095609429561756,0.5155708284081244,0.13148584180767026,0.37449458558386167,0.5122929027303521,0.12764091214041767,0.032565902768680266,0.14460272795607818,1.0,0.9,0.5,0.8,0.4,0.6,0.7000000000000001,0.30000000000000004,0.1,0.2,1.0,0.0,0.5,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,0.6514673503992083,-4.604958109390982,0.2725021819244988,0.14395035462296002,0.1592907063671604
94,10,3,3,0.3348719520679675,0.26443793597865606,0.29370550996322886,0.10427518663412544,0.08152236791567488,0.3315062938657293,0.5347168373200054,0.44620739308289453,0.10232096005170935,0.061611540689233,1.0,0.9,0.8,0.4,0.30000000000000004,0.5,0.7000000000000001,0.6,0.2,0.1,1.0,0.5,0.5,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5803379007562977,-4.113590774405953,0.6533272243685684,0.5412738554149893,0.49352384225633783
95,10,3,3,0.613066152823882,0.27108588423406665,0.7750147885251927,0.49302605862446747,0.19424524495358553,0.16169460469986388,0.7051973791824528,0.5179985879778429,0.1699059684837003,0.0720350046754004,0.9,0.5,1.0,0.7000000000000001,0.4,0.30000000000000004,0.8,0.6,0.2,0.1,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.0,1.0,0.5,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.6134806289037545,-4.913324120682454,0.7220390108732029,0.9164666999611069,0.8010782189992599
96,10,3,3,0.2263443626921483,0.4562906980005461,0.20595369643365202,0.48362358916661374,0.188081511496495,0.09843151990292448,0.42917320230464595,0.35823893840057486,0.058677883766639266,0.05991715624857862,0.8,1.0,0.7000000000000001,0.9,0.4,0.30000000000000004,0.6,0.5,0.2,0.1,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.43204490941472007,-4.936420643515155,0.7673595690343072,0.7526348097368041,0.9589067043897912
97,10,3,3,0.23367757269414646,0.3601856609187155,0.4717311522254096,0.3121627142883846,0.1212870445680394,0.43392096289746135,0.26248806218318305,0.6681516579508782,0.10867602744973631,0.05651627685011743,0.9,1.0,0.7000000000000001,0.5,0.30000000000000004,0.6,0.4,0.8,0.2,0.1,0.5,0.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.3247710875123534,-4.104621174942755,0.33502558725351805,0.5329387192490745,0.5931860056061345
98,10,3,3,0.3473576469534203,0.2625974953727479,0.27105246423502444,0.7672870956883985,0.6165732669827206,0.5229978390908557,0.15456967922525092,0.3585265503922658,0.259278053232021,0.08701775140863618,1.0,0.8,0.5,0.9,0.7000000000000001,0.6,0.2,0.4,0.30000000000000004,0.1,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.5,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5147075490424542,-3.8162099543812906,0.3558059069795416,0.31957350992235356,0.24738163940504965
99,10,3,3,0.37569617631179375,0.3846724506128977,0.15503183671712206,0.23333787541136242,0.10589388787562887,0.6788462491407424,0.626951235091211,0.03872132459241008,0.3473578998084069,0.16111040880650962,1.0,0.9,0.6,0.5,0.30000000000000004,0.8,0.7000000000000001,0.1,0.4,0.2,1.0,0.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.39584107306203986,-4.163617535992729,0.06378348740268242,-2.412618951748004e-05,0.3209453536745424
