Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,p.P1,p.P2,p.P3,p.P4,p.P5,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta4.P1,theta4.P2,theta4.P3,theta4.P4,theta4.P5,theta5.P1,theta5.P2,theta5.P3,theta5.P4,theta5.P5,a.P1,a.P2,a.P3,a.P4,a.P5,b.1,b.2,b.3,b.4,b.5,gamma0,gamma1,gamma2,gamma3,gamma4,gamma5,eta0,eta1,eta2,eta3,eta4,eta5
83,5,5,3,0.26277054041464465,0.7649101350242192,0.029652647281484187,0.48180639494645255,0.27719796814705533,0.775,1.0,0.1,0.55,0.325,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.3041651231508557,0.24059413709285793,0.3441470787451162,0.20282444077449732,0.28217352095370285,3.1653190225953254,4.034352254767743,2.2286436239720278,3.6182946102452327,2.8735163173592015,1.2352490325864594,0.946875792042443,0.946875792042443,0.946875792042443,0.946875792042443,0.946875792042443,1,1,1,1,1,1
84,5,5,3,0.6595470497375386,0.2568616732388314,0.620679905601104,0.18932984022464613,0.02814302778848332,1.0,0.55,0.775,0.325,0.1,1.0,0.5,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.3007730877551054,0.260269183589227,0.40520235322315457,0.4968763984385446,0.289256058596852,2.3559649956086828,4.383561665799999,3.4341285976040363,4.74801879080552,3.7722503157774683,1.854926463988701,0.9245873223931377,0.9245873223931377,0.9245873223931377,0.9245873223931377,0.9245873223931377,1,1,1,1,1,1
85,5,5,3,0.16025739206240308,0.7185594219032263,0.5313738370706975,0.16319993370549332,0.05462165438628559,0.55,1.0,0.775,0.325,0.1,1.0,1.0,1.0,0.5,0.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.4790576649794992,0.3009273206742249,0.2198794662717929,0.47210742838600717,0.23720248976895741,3.4693385935837013,3.4980866499307988,2.693157176925129,2.100089077163431,4.41431874321712,1.9957603127332015,0.5337331350862131,0.5337331350862131,0.5337331350862131,0.5337331350862131,0.5337331350862131,1,1,1,1,1,1
86,5,5,3,0.39307062931043374,0.30185011882887997,0.7599170097272046,0.23160656881374234,0.07228807795817396,0.775,0.55,1.0,0.325,0.1,1.0,0.5,1.0,1.0,0.5,0.0,1.0,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.23961768175745207,0.34144714723954195,0.2505754538714189,0.3251526392598094,0.21801538178251192,2.5607905426610427,4.049173467500533,3.3431999296487023,2.5483618569081843,2.623750447471471,1.0783789262292407,0.5383460661294058,0.5383460661294058,0.5383460661294058,0.5383460661294058,0.5383460661294058,1,1,1,1,1,1
87,5,5,3,0.43256695467094586,0.27455151153826585,0.37793425422643134,0.2427820809685798,0.03707763722483605,1.0,0.775,0.55,0.325,0.1,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.35022077791984163,0.4794952011776748,0.23938932497998935,0.3031741446187799,0.35512357735278977,4.413602514680257,3.7400083478113815,3.445682470414441,2.8807176379490604,3.243709499911493,1.7534162520174164,0.7401832360327126,0.7401832360327126,0.7401832360327126,0.7401832360327126,0.7401832360327126,1,1,1,1,1,1
88,5,5,3,0.35244509908112687,0.40229896589092756,0.20897455237571838,0.15629969851706754,0.04041131477273077,1.0,0.775,0.55,0.325,0.1,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.24817925947901087,0.33216933759952105,0.4805288102713685,0.33261950691520403,0.3952243990618711,2.8848023144157677,2.7587290766394714,2.161198858325055,4.693991103874983,2.3894405925411104,1.5194027222592816,0.87789178287247,0.87789178287247,0.87789178287247,0.87789178287247,0.87789178287247,1,1,1,1,1,1
89,5,5,3,0.39246693269187605,0.33676708673834654,0.6770055010118337,0.23493185021819454,0.029722288262790914,1.0,0.55,0.775,0.325,0.1,1.0,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.2509632178943404,0.44857050086142986,0.3940706397633472,0.394347183374122,0.33968136242345637,4.691995520316697,3.591957621364728,2.9643171912679245,2.529346681079325,2.4218190258206995,1.5623847976145666,0.6415758921519126,0.6415758921519126,0.6415758921519126,0.6415758921519126,0.6415758921519126,1,1,1,1,1,1
90,5,5,3,0.29401472051218647,0.7058647043412279,0.4826721734013669,0.037640679298902045,0.27120484989898896,0.775,1.0,0.55,0.1,0.325,0.0,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.5,0.2088511162231595,0.3851234932548235,0.4057501071477654,0.41125501939663056,0.250661071279301,4.544888818767177,3.689417422813817,2.1070028302412744,4.014967015521222,2.068959324279323,1.4706610556188617,0.6132484102568505,0.6132484102568505,0.6132484102568505,0.6132484102568505,0.6132484102568505,1,1,1,1,1,1
91,5,5,3,0.4353393002026196,0.4037261223400719,0.2259333785616852,0.4706143443883042,0.08042566861112815,1.0,0.775,0.325,0.55,0.1,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.24840885320836728,0.46341789766605906,0.2507834108991949,0.4427952426784688,0.2215862966636253,3.7676614141403126,4.310990452489914,4.534073612590838,2.4962168040704515,3.544402338149658,1.774162825355157,0.15542546544370428,0.15542546544370428,0.15542546544370428,0.15542546544370428,0.15542546544370428,1,1,1,1,1,1
92,5,5,3,0.13802253493822558,0.677391786379572,0.1240089745695005,0.6257206741501085,0.045072040276320294,0.55,1.0,0.325,0.775,0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.2678704058824664,0.42237963345128926,0.3590388638785108,0.49330270909993434,0.4053577987374686,4.082327988158388,4.8676802137726565,2.443215922674609,4.887352944747967,2.09795169690727,1.3018769601328168,0.6707079816070561,0.6707079816070561,0.6707079816070561,0.6707079816070561,0.6707079816070561,1,1,1,1,1,1
93,5,5,3,0.32094843159076003,0.379824362701661,0.3325248933682734,0.2599846454064053,0.057237946521271114,1.0,0.775,0.55,0.325,0.1,0.5,1.0,0.5,0.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.3619350635493762,0.37783263658341504,0.3796223600779193,0.332524729093691,0.45664946041841853,4.526963985871445,4.3419543766675766,4.736581459741759,4.625921414107901,2.758945780510781,1.237586813228151,0.4408089368783792,0.4408089368783792,0.4408089368783792,0.4408089368783792,0.4408089368783792,1,1,1,1,1,1
94,5,5,3,0.3248764299395446,0.2835347093243442,0.652342097808629,0.04879460318844453,0.2796549373256145,1.0,0.55,0.775,0.1,0.325,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.4729448416889659,0.41714410792244005,0.23320533533752386,0.3337413955484222,0.30374598181946394,4.685371666142794,2.5088723662891397,4.143083923758656,4.0239128429679845,4.497728245978728,1.9064729004742,0.7443542767016498,0.7443542767016498,0.7443542767016498,0.7443542767016498,0.7443542767016498,1,1,1,1,1,1
95,5,5,3,0.2002960490697333,0.2371773786231508,0.10637154039705354,0.7851320306032934,0.050653189242504504,0.775,0.55,0.325,1.0,0.1,0.5,1.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.20245275091806672,0.3790329265591821,0.43407076832715497,0.32686303288694196,0.38523870134724575,3.6636056750381583,3.918569911825215,3.70983604427548,2.378173425344968,2.9599867993625892,1.4614779988670938,0.747597074423589,0.747597074423589,0.747597074423589,0.747597074423589,0.747597074423589,1,1,1,1,1,1
96,5,5,3,0.41439016500368586,0.22302582155879647,0.227282183212563,0.12556319277621658,0.0354320710559404,1.0,0.775,0.55,0.325,0.1,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.5,0.3579765368975936,0.40265978915331047,0.3953709450830367,0.21789928020740815,0.4602292350970788,3.3956787782806908,3.5066986532006177,2.351428215342547,4.999095353936556,3.532421234881077,1.9330868531808316,0.9110458285855935,0.9110458285855935,0.9110458285855935,0.9110458285855935,0.9110458285855935,1,1,1,1,1,1
97,5,5,3,0.5188830505780184,0.13633863256594855,0.39448597313394607,0.6912927204200585,0.05050545041744993,1.0,0.325,0.55,0.775,0.1,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.2952786763762332,0.23135136627623248,0.39909463274430723,0.3058390017634192,0.2367333479894357,3.5760870882252154,2.864698860406305,4.773773934004192,3.3524553120947265,4.6836805177178675,1.7285209296063935,0.821438843585982,0.821438843585982,0.821438843585982,0.821438843585982,0.821438843585982,1,1,1,1,1,1
98,5,5,3,0.7061798766618483,0.6685488763161375,0.4621264782494209,0.0398596388473487,0.29225136759364445,1.0,0.775,0.55,0.1,0.325,0.5,0.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.49246485666423584,0.4081884521729182,0.3056991888796439,0.42059850675229804,0.4230688655292774,2.965148716688449,4.233703482364584,4.758259465931436,4.892789024443207,4.394850570639184,1.9103449452830876,0.5223879254007902,0.5223879254007902,0.5223879254007902,0.5223879254007902,0.5223879254007902,1,1,1,1,1,1
99,5,5,3,0.2010380985744985,0.2498146007798595,0.8670605039536005,0.24092037284109893,0.037696369598572955,0.775,0.55,1.0,0.325,0.1,0.5,0.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.3196704686233832,0.3937936026164581,0.37285395462950055,0.4592803707001726,0.3011817360090684,3.420249699705776,3.131782607680657,3.6511860460253645,2.5095140882003997,3.9615830362366173,1.1468982988061713,0.9128738943496905,0.9128738943496905,0.9128738943496905,0.9128738943496905,0.9128738943496905,1,1,1,1,1,1
